Model Year_x,Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,weight_x,實際碳排,實際挑選,預測碳排,預測挑選
2022,Mazda,Mazda3 5-Door Turbo 4WD,Mid-size,2.5,4,AS6,3379,209,0,189.58585,0
2022,Maserati,MC20,Two-seater,3,6,AS8,3307,295,0,246.54138,0
2022,Acura,MDX SH-AWD,SUV: Small,3.5,6,AS10,4503,263,0,289.66962,0
2022,Mercedes-Benz,Metris Cargo Van,Special purpose vehicle,2,4,A9,4123,267,0,233.08733,0
2022,Mercedes-Benz,Metris Cargo Van LWB,Special purpose vehicle,2,4,A9,4178,267,0,236.5152,0
2022,Mercedes-Benz,Metris Passenger Van,Special purpose vehicle,2,4,A9,4409,282,0,256.44183,0
2022,Mitsubishi,Mirage,Compact,1.2,3,M5,2117,151,0,146.14551,0
2022,Mitsubishi,Mirage,Compact,1.2,3,AV,2117,143,0,146.14551,0
2022,Nissan,Murano AWD,Station wagon: Mid-size,3.5,6,AV7,3926,245,0,291.78687,1
2022,Ford,Mustang,Subcompact,5,8,M6,3827,314,1,310.18253,1
2022,Ford,Mustang,Subcompact,5,8,AS10,3832,298,1,310.18253,1
2022,Ford,Mustang,Subcompact,2.3,4,M6,3532,236,0,235.42398,0
2022,Ford,Mustang,Subcompact,2.3,4,AS10,3588,231,0,237.10269,0
2022,Ford,Mustang,Subcompact,2.3,4,A10,3704,220,0,235.29007,0
2022,Ford,Mustang (High Performance),Subcompact,2.3,4,M6,3532,246,0,235.42398,0
2022,Ford,Mustang (High Performance),Subcompact,2.3,4,AS10,3588,242,0,237.10269,0
2022,Ford,Mustang Convertible,Subcompact,5,8,AS10,4012,314,0,301.53262,0
2022,Ford,Mustang Convertible,Subcompact,2.3,4,AS10,3741,244,0,259.09103,0
2022,Ford,Mustang Convertible,Subcompact,2.3,4,M6,3825,244,0,258.3918,0
2022,Ford,Mustang Convertible,Subcompact,2.3,4,A10,3741,237,0,259.09103,0
2022,Ford,Mustang Convertible (High Performance),Subcompact,2.3,4,M6,3825,256,0,258.3918,0
2022,Ford,Mustang Convertible (High Performance),Subcompact,2.3,4,AS10,3741,252,0,259.09103,0
2022,Ford,Mustang Mach 1,Subcompact,5,8,M6,3949,339,1,297.2962,0
2022,Ford,Mustang Mach 1,Subcompact,5,8,AS10,3993,302,0,301.11896,0
2022,Mazda,MX-5,Two-seater,2,4,AS6,2341,186,0,185.60136,0
2022,Mazda,MX-5 (SIL),Two-seater,2,4,M6,2341,189,0,185.60136,0
2022,Lincoln,Nautilus AWD,SUV: Small,2.7,6,AS8,4545,262,0,304.5515,1
2022,Lincoln,Nautilus AWD,SUV: Small,2,4,A8,4545,252,0,235.66275,0
2022,Lincoln,Nautilus AWD,SUV: Small,2,4,AS8,4545,251,0,235.66275,0
2022,Lincoln,Navigator 4X4,SUV: Standard,3.5,6,AS10,5854,311,0,332.74216,1
2022,Kia,Niro,Station wagon: Small,1.6,4,AM6,3106,110,0,125.67348,0
2022,Kia,Niro FE,Station wagon: Small,1.6,4,AM6,3117,110,0,155.3962,0
2022,Kia,Niro Touring,Station wagon: Small,1.6,4,AM6,3234,124,0,170.77283,0
2022,Lexus,NX 250 AWD,SUV: Small,2.5,4,AS8,3790,198,0,241.91422,0
2022,Lexus,NX 350 AWD,SUV: Small,2.4,4,AS8,4035,221,0,239.74934,0
2022,Lexus,NX 350 AWD F SPORT,SUV: Small,2.4,4,AS8,4035,222,0,239.74934,0
2022,Lexus,NX 350h AWD,SUV: Small,2.5,4,AV6,4080,140,0,222.43822,0
2022,Honda,Odyssey,Minivan,3.5,6,AS10,4398,248,0,266.5929,0
2022,Subaru,Outback AWD,SUV: Small,2.4,4,AV8,3500,213,0,210.43044,0
2022,Subaru,Outback AWD,SUV: Small,2.5,4,AV8,3657,192,0,200.68675,0
2022,Subaru,Outback Wilderness AWD,SUV: Small,2.4,4,AV8,3500,235,0,210.43044,0
2022,Mitsubishi,Outlander 4WD,SUV: Small,2.5,4,AV8,3726,208,0,216.19884,0
2022,Chrysler,Pacifica,Minivan,3.6,6,A9,4521,249,0,294.17935,0
2022,Chrysler,Pacifica AWD,Minivan,3.6,6,A9,4521,279,0,294.17935,0
2022,Hyundai,Palisade AWD,SUV: Standard,3.8,6,AS8,4127,265,0,287.73657,0
2022,Porsche,Panamera,Full-size,2.9,6,AM8,4188,274,0,296.92172,0
2022,Porsche,Panamera 4,Full-size,2.9,6,AM8,4301,274,0,294.59363,0
2022,Porsche,Panamera 4 Executive,Full-size,2.9,6,AM8,4453,289,0,288.54956,0
2022,Porsche,Panamera 4 ST,Full-size,2.9,6,AM8,4403,274,0,298.26126,0
2022,Porsche,Panamera 4S,Full-size,2.9,6,AM8,4336,276,0,284.57315,0
2022,Porsche,Panamera 4S Executive,Full-size,2.9,6,AM8,4453,292,0,288.54956,0
2022,Porsche,Panamera 4S ST,Full-size,2.9,6,AM8,4336,292,0,284.57315,0
2022,Porsche,Panamera GTS,Full-size,4,8,AM8,4561,323,0,344.91525,0
2022,Porsche,Panamera GTS ST,Full-size,4,8,AM8,4561,323,0,344.91525,0
2022,Porsche,Panamera Turbo S,Full-size,4,8,AM8,4585,326,0,329.0873,0
2022,Porsche,Panamera Turbo S Executive,Full-size,4,8,AM8,4839,326,0,352.7124,0
2022,Porsche,Panamera Turbo S ST,Full-size,4,8,AM8,4839,326,0,352.7124,0
2022,Volkswagen,Passat,Mid-size,2,4,AS6,3369,196,0,218.08405,0
2022,Honda,Passport AWD,SUV: Small,3.5,6,AS9,4057,265,0,294.4401,0
2022,Nissan,Pathfinder 4WD,SUV: Small,3.5,6,AS9,4469,246,0,300.52014,0
2022,Rolls-Royce,Phantom,Full-size,6.7,12,AS8,5754,382,0,363.0018,0
2022,Rolls-Royce,Phantom EWB,Full-size,6.7,12,AS8,6061,382,0,369.11343,0
2022,Honda,Pilot AWD,SUV: Small,3.5,6,AS9,4030,256,0,307.4059,0
2022,Honda,Pilot AWD TrailSport,SUV: Small,3.5,6,AS9,4290,260,0,278.51718,0
2022,Toyota,Prius,Mid-size,1.8,4,AV,3010,106,0,155.43599,0
2022,Toyota,Prius AWD,Mid-size,1.8,4,AV,3220,111,0,133.53221,0
2022,Ram,ProMaster City,Special purpose vehicle,2.4,4,A9,3635,232,0,222.93889,0
2022,Audi,Q3 40 TFSI quattro,SUV: Small,2,4,AS8,3902,215,0,235.2564,1
2022,Audi,Q3 45 TFSI quattro,SUV: Small,2,4,AS8,3916,233,1,231.35162,0
2022,Audi,Q5 40 TFSI quattro,SUV: Small,2,4,AM7,4079,217,0,225.75867,0
2022,Audi,Q5 45 TFSI quattro,SUV: Small,2,4,AM7,4079,220,0,225.75867,0
2022,Audi,Q5 Sportback 45 TFSI quattro,SUV: Small,2,4,AM7,4178,220,0,236.5152,0
2022,Infiniti,Q50 AWD,Mid-size,3,6,AS7,3937,254,0,280.6907,0
2022,Infiniti,Q50 AWD Red Sport,Mid-size,3,6,AS7,4054,261,0,299.34164,1
2022,Infiniti,Q60 AWD,Subcompact,3,6,AS7,3915,252,0,285.47473,0
2022,Infiniti,Q60 AWD Red Sport,Subcompact,3,6,AS7,4048,259,0,291.2924,1
2022,Audi,Q7 45 TFSI quattro,SUV: Standard,2,4,AS8,4806,252,0,276.5746,0
2022,Audi,Q7 55 TFSI quattro,SUV: Standard,3,6,AS8,4971,273,0,288.8736,0
2022,Audi,Q8 55 TFSI quattro,SUV: Standard,3,6,AS8,4960,273,0,288.8736,0
2022,Nissan,Qashqai,Station wagon: Small,2,4,M6,3311,213,0,176.60358,0
2022,Nissan,Qashqai,Station wagon: Small,2,4,AV8,3311,188,0,176.60358,0
2022,Nissan,Qashqai AWD,Station wagon: Small,2,4,AV8,3459,196,0,202.28773,0
2022,Maserati,Quattroporte GT,Full-size,3,6,A8,3880,281,0,279.92706,0
2022,Maserati,Quattroporte Modena,Full-size,3,6,A8,4233,281,0,297.50525,0
2022,Maserati,Quattroporte Modena AWD,Full-size,3,6,A8,4233,293,0,297.50525,0
2022,Maserati,Quattroporte Trofeo,Full-size,3.8,8,A8,4541,348,0,322.9112,0
2022,Infiniti,QX50 AWD,SUV: Small,2,4,AV8,3937,228,0,233.06403,0
2022,Infiniti,QX55 AWD,SUV: Small,2,4,AV8,4019,223,0,230.42082,0
2022,Infiniti,QX60 AWD,SUV: Standard,3.5,6,AS9,4555,253,0,296.19678,0
2022,Infiniti,QX80 4WD,SUV: Standard,5.6,8,AS7,5889,355,1,346.85205,1
2022,Audi,R8 Coupe Performance,Two-seater,5.2,10,AM7,3594,322,0,343.2281,0
2022,Audi,R8 Coupe Performance quattro,Two-seater,5.2,10,AM7,3638,356,0,336.0985,0
2022,Audi,R8 Spyder Performance,Two-seater,5.2,10,AM7,3847,322,0,323.0158,0
2022,Audi,R8 Spyder Performance quattro,Two-seater,5.2,10,AM7,3913,356,0,333.3729,0
2022,Land Rover,Range Rover P360,SUV: Standard,3,6,AS8,5135,279,0,280.35526,0
2022,Land Rover,Range Rover P400,SUV: Standard,3,6,AS8,4974,279,0,288.8736,0
2022,Land Rover,Range Rover P525,SUV: Standard,5,8,AS8,7716,305,0,316.30023,0
2022,Land Rover,Range Rover P525 LWB,SUV: Standard,5,8,AS8,5254,305,0,308.69632,0
2022,Land Rover,Range Rover Sport HST P400,SUV: Standard,3,6,AS8,7716,269,0,282.9088,0
2022,Land Rover,Range Rover Sport P360,SUV: Standard,3,6,AS8,5135,269,0,280.35526,0
2022,Land Rover,Range Rover Sport P525,SUV: Standard,5,8,AS8,5254,294,0,308.69632,0
2022,Land Rover,Range Rover Sport P575 SVR,SUV: Standard,5,8,AS8,3727,336,0,291.13715,0
2022,Land Rover,Range Rover SVAutobiography,SUV: Standard,5,8,AS8,6000,354,0,324.76996,0
2022,Land Rover,Range Rover SVAutobiography LWB,SUV: Standard,5,8,AS8,5745,365,0,315.38602,0
2022,Ford,Ranger 4WD,Pickup truck: Standard,2.3,4,AS10,4354,256,0,257.58987,0
2022,Ford,Ranger 4WD (Without Stop-Start),Pickup truck: Standard,2.3,4,AS10,4354,262,0,257.58987,0
2022,Ford,Ranger 4WD Tremor,Pickup truck: Standard,2.3,4,AS10,4441,291,0,259.956,0
2022,Toyota,RAV4,SUV: Small,2.5,4,AS8,3655,184,0,200.68675,0
2022,Toyota,RAV4 (Stop/Start),SUV: Small,2.5,4,AS8,3560,180,0,194.68916,0
2022,Toyota,RAV4 AWD,SUV: Small,2.5,4,AS8,3655,198,0,200.68675,0
2022,Toyota,RAV4 AWD (Stop/Start),SUV: Small,2.5,4,AS8,3450,187,0,199.66682,0
2022,Toyota,RAV4 AWD LE,SUV: Small,2.5,4,AS8,3490,184,0,195.71346,0
2022,Toyota,RAV4 AWD TRD Off-Road,SUV: Small,2.5,4,AS8,3615,200,0,180.0472,0
2022,Toyota,RAV4 Hybrid AWD,SUV: Small,2.5,4,AV,4920,140,0,242.40175,0
2022,Lexus,RC 300 AWD,Subcompact,3.5,6,AS6,3891,253,0,277.4275,0
2022,Lexus,RC 350 AWD,Subcompact,3.5,6,AS6,3891,253,0,277.4275,0
2022,Lexus,RC F,Subcompact,5,8,AS8,3902,285,0,312.4884,0
2022,Acura,RDX SH-AWD,SUV: Small,2,4,AS10,3990,232,0,231.04283,0
2022,Acura,RDX SH-AWD A-SPEC,SUV: Small,2,4,AS10,4043,242,0,233.59201,0
2022,Jeep,Renegade,SUV: Small,1.3,4,A9,3056,204,0,215.46252,0
2022,Jeep,Renegade 4X4,SUV: Small,1.3,4,A9,3210,222,0,217.75063,0
2022,Jeep,Renegade 4X4 Trailhawk,SUV: Small,1.3,4,A9,3532,231,0,231.19568,0
2022,Honda,Ridgeline AWD,Pickup truck: Standard,3.5,6,AS9,4436,271,0,293.52188,0
2022,Kia,Rio,Compact,1.6,4,M6,3616,166,0,178.71706,0
2022,Kia,Rio,Compact,1.6,4,AV1,3616,159,0,178.71706,0
2022,Nissan,Rogue,SUV: Small,2.5,4,AV8,3494,190,0,195.71346,0
2022,Nissan,Rogue,SUV: Small,1.5,3,AV8,3616,169,0,196.6949,0
2022,Nissan,Rogue AWD,SUV: Small,2.5,4,AV8,3545,195,0,207.58194,0
2022,Nissan,Rogue AWD,SUV: Small,1.5,3,AV8,3494,179,0,206.34818,0
2022,Nissan,Rogue AWD SL/Platinum,SUV: Small,1.5,3,AV8,3715,181,0,208.35983,0
2022,Audi,RS 5 Coupe quattro,Subcompact,2.9,6,AS8,3990,267,0,305.0968,0
2022,Audi,RS 5 Sportback quattro,Mid-size,2.9,6,AS8,4057,268,0,299.18896,1
2022,Audi,RS 6 Avant quattro,Station wagon: Mid-size,4,8,AS8,4960,319,0,281.11212,0
2022,Audi,RS 7 Sportback quattro,Mid-size,4,8,AS8,4938,315,0,323.21164,0
2022,Audi,RS Q8 quattro,SUV: Standard,4,8,AS8,5490,360,0,330.22443,0
2022,Mitsubishi,RVR,SUV: Small,2,4,AV6,3296,206,0,230.60484,0
2022,Mitsubishi,RVR 4WD,SUV: Small,2.4,4,AV6,3263,218,0,265.92773,1
2022,Mitsubishi,RVR 4WD,SUV: Small,2,4,AV6,3263,213,0,230.76491,0
2022,Lexus,RX 350 AWD,SUV: Small,3.5,6,AS8,4387,252,0,265.1009,0
2022,Lexus,RX 350 L AWD,SUV: Small,3.5,6,AS8,4619,268,0,298.68057,0
2022,Lexus,RX 450h AWD,SUV: Standard,3.5,6,AV6,4740,185,0,302.8502,0
2022,Lexus,RX 450h L AWD,SUV: Standard,3.5,6,AV6,4905,190,0,263.71753,0
2022,Mercedes-Benz,S 500 4MATIC SWB Sedan,Full-size,3,6,A9,4553,231,0,297.27036,0
2022,Mercedes-Benz,S 580 4MATIC LWB Sedan,Full-size,4,8,A9,4771,285,0,324.1952,0
2022,Audi,S3 Sedan quattro,Subcompact,2,4,AM7,3538,206,0,211.0219,0
2022,Audi,S4 Sedan quattro,Compact,3,6,AS8,3792,227,0,280.02405,0
2022,Audi,S5 Cabriolet quattro,Subcompact,3,6,AS8,4222,233,0,283.16144,1
2022,Audi,S5 Coupe quattro,Subcompact,3,6,AS8,3605,227,0,289.44394,1
2022,Audi,S5 Sportback quattro,Mid-size,3,6,AS8,3605,227,0,289.44394,0
2022,Audi,S6 Sedan quattro,Mid-size,2.9,6,AS8,4486,254,0,283.14706,0
2022,Volvo,S60 B5,Compact,2,4,AS8,3784,186,0,205.9131,0
2022,Volvo,S60 B5 AWD,Compact,2,4,AS8,4013,193,0,230.42082,0
2022,Audi,S7 Sportback quattro,Mid-size,2.9,6,AS8,4486,254,0,283.14706,0
2022,Audi,S8 Sedan quattro,Full-size,4,8,AS8,5302,323,0,321.45523,0
2022,Volvo,S90 B6 AWD,Mid-size,2,4,AS8,4232,212,0,239.8642,0
2022,Hyundai,Santa Cruz AWD,Pickup truck: Small,2.5,4,AM8,3704,250,0,151.80486,0
2022,Hyundai,Santa Fe AWD,SUV: Small,2.5,4,AS8,3799,235,0,231.10217,0
2022,Hyundai,Santa Fe AWD,SUV: Small,2.5,4,AM8,3799,233,0,231.10217,0
2022,Hyundai,Santa Fe Hybrid,SUV: Small,1.6,4,AM6,4078,176,0,173.79279,0
2022,Kia,Seltos,SUV: Small,2,4,AV8,2987,182,0,199.7661,0
2022,Kia,Seltos AWD,SUV: Small,1.6,4,AM7,3318,205,0,175.32045,0
2022,Kia,Seltos AWD,SUV: Small,2,4,AV8,3186,195,0,210.13373,0
2022,Nissan,Sentra,Mid-size,2,4,M6,3038,185,0,191.63322,0
2022,Nissan,Sentra,Mid-size,2,4,AV,3038,167,0,191.63322,0
2022,Nissan,Sentra SR,Mid-size,2,4,M6,3084,189,0,182.49515,0
2022,Nissan,Sentra SR,Mid-size,2,4,AV,3084,171,0,182.49515,0
2022,Toyota,Sequoia 4WD,SUV: Standard,5.7,8,AS6,6000,385,1,373.84238,1
2022,Ford,Shelby GT500 Mustang,Subcompact,5.2,8,AM7,4183,392,1,333.7227,1
2022,Toyota,Sienna,Minivan,2.5,4,AV,4610,154,0,160.8184,0
2022,Toyota,Sienna AWD,Minivan,2.5,4,AV,4675,158,0,217.8563,0
2022,GMC,Sierra,Pickup truck: Standard,5.3,8,A8,4614,314,0,313.0295,0
2022,GMC,Sierra,Pickup truck: Standard,5.3,8,A10,4614,305,0,313.0295,0
2022,GMC,Sierra,Pickup truck: Standard,2.7,4,A8,4290,274,0,258.1251,0
2022,GMC,Sierra,Pickup truck: Standard,3,6,A10,4359,245,0,292.40115,0
2022,GMC,Sierra 4WD,Pickup truck: Standard,6.2,8,A10,5418,329,0,342.49612,1
2022,GMC,Sierra 4WD,Pickup truck: Standard,5.3,8,A8,5022,327,0,311.8618,0
2022,GMC,Sierra 4WD,Pickup truck: Standard,5.3,8,A10,5022,318,0,311.8618,0
2022,GMC,Sierra 4WD,Pickup truck: Standard,2.7,4,A8,4509,306,0,274.362,0
2022,GMC,Sierra 4WD,Pickup truck: Standard,3,6,A10,4601,265,0,281.64587,0
2022,GMC,Sierra 4WD (No DFM),Pickup truck: Standard,5.3,8,A10,5022,347,0,311.8618,0
2022,GMC,Sierra 4WD (No Stop-Start),Pickup truck: Standard,6.2,8,A10,5418,345,0,342.49612,1
2022,GMC,Sierra 4WD (No Stop-Start),Pickup truck: Standard,5.3,8,A10,5022,338,0,311.8618,0
2022,GMC,Sierra 4WD (With Sport Mode),Pickup truck: Standard,5.3,8,A10,5022,329,0,311.8618,0
2022,GMC,Sierra 4WD FFV,Pickup truck: Standard,5.3,8,A6,5079,347,0,297.82852,0
2022,GMC,Sierra 4WD FFV,Pickup truck: Standard,5.3,8,A6,5079,347,0,297.82852,0
2022,GMC,Sierra 4WD FFV,Pickup truck: Standard,5.3,8,A6,5079,326,0,297.82852,0
2022,GMC,Sierra 4WD FFV,Pickup truck: Standard,5.3,8,A6,5079,326,0,297.82852,0
2022,GMC,Sierra 4WD Mud Terrain Tire,Pickup truck: Standard,5.3,8,A10,5042,360,1,297.82852,0
2022,GMC,Sierra 4WD Mud Terrain Tire,Pickup truck: Standard,5.3,8,A8,5042,359,1,297.82852,0
2022,GMC,Sierra 4WD Mud Terrain Tire,Pickup truck: Standard,6.2,8,A10,5620,352,1,334.59848,1
2022,GMC,Sierra 4WD Mud Terrain Tire,Pickup truck: Standard,2.7,4,A8,4710,328,0,274.2624,0
2022,GMC,Sierra 4WD Mud Terrain Tire,Pickup truck: Standard,3,6,A10,4828,298,0,278.60425,0
2022,GMC,Sierra 4WD Mud Terrain Tire (No DFM),Pickup truck: Standard,5.3,8,A10,5042,381,1,297.82852,0
2022,GMC,Sierra 4WD Mud Terrain Tire (No Stop-Start),Pickup truck: Standard,6.2,8,A10,5620,385,1,334.59848,1
2022,GMC,Sierra 4WD Mud Terrain Tire FFV,Pickup truck: Standard,5.3,8,A6,5280,380,1,311.10825,0
2022,GMC,Sierra 4WD Mud Terrain Tire FFV,Pickup truck: Standard,5.3,8,A6,5280,380,1,311.10825,0
2022,GMC,Sierra 4WD Mud Terrain Tire FFV,Pickup truck: Standard,5.3,8,A6,5280,358,1,311.10825,0
2022,GMC,Sierra 4WD Mud Terrain Tire FFV,Pickup truck: Standard,5.3,8,A6,5280,358,1,311.10825,0
2022,GMC,Sierra FFV,Pickup truck: Standard,5.3,8,A6,4815,341,0,321.6246,1
2022,GMC,Sierra FFV,Pickup truck: Standard,5.3,8,A6,4815,341,0,321.6246,1
2022,GMC,Sierra FFV,Pickup truck: Standard,5.3,8,A6,4815,321,0,321.6246,1
2022,GMC,Sierra FFV,Pickup truck: Standard,5.3,8,A6,4815,321,0,321.6246,1
2022,Chevrolet,Silverado,Pickup truck: Standard,5.3,8,A8,4860,314,0,317.69717,0
2022,Chevrolet,Silverado,Pickup truck: Standard,5.3,8,A10,4860,304,0,317.69717,0
2022,Chevrolet,Silverado,Pickup truck: Standard,2.7,4,A8,4400,274,0,279.72003,0
2022,Chevrolet,Silverado,Pickup truck: Standard,3,6,A10,4400,240,0,278.2234,0
2022,Chevrolet,Silverado 4WD,Pickup truck: Standard,6.2,8,A10,5320,329,0,365.76602,1
2022,Chevrolet,Silverado 4WD,Pickup truck: Standard,5.3,8,A8,5060,327,0,297.82852,0
2022,Chevrolet,Silverado 4WD,Pickup truck: Standard,5.3,8,A10,5209,314,0,311.10825,0
2022,Chevrolet,Silverado 4WD,Pickup truck: Standard,2.7,4,A8,4700,306,0,273.70593,0
2022,Chevrolet,Silverado 4WD,Pickup truck: Standard,3,6,A10,4921,272,0,292.2548,0
2022,Chevrolet,Silverado 4WD (No DFM),Pickup truck: Standard,5.3,8,A10,5060,347,0,297.82852,0
2022,Chevrolet,Silverado 4WD (No Stop-Start),Pickup truck: Standard,6.2,8,A10,5320,345,0,365.76602,1
2022,Chevrolet,Silverado 4WD (No Stop-Start),Pickup truck: Standard,5.3,8,A10,5060,339,0,297.82852,0
2022,Chevrolet,Silverado 4WD (With Sport Mode),Pickup truck: Standard,5.3,8,A10,5060,327,0,297.82852,0
2022,Chevrolet,Silverado 4WD (With Sport Mode),Pickup truck: Standard,3,6,A10,4921,265,0,292.2548,0
2022,Chevrolet,Silverado 4WD Custom Trail Boss,Pickup truck: Standard,6.2,8,A10,5320,352,1,365.76602,1
2022,Chevrolet,Silverado 4WD FFV,Pickup truck: Standard,5.3,8,A6,4969,347,0,293.1736,0
2022,Chevrolet,Silverado 4WD FFV,Pickup truck: Standard,5.3,8,A6,4969,347,0,293.1736,0
2022,Chevrolet,Silverado 4WD FFV,Pickup truck: Standard,5.3,8,A6,4969,326,0,293.1736,0
2022,Chevrolet,Silverado 4WD FFV,Pickup truck: Standard,5.3,8,A6,4969,326,0,293.1736,0
2022,Chevrolet,Silverado 4WD Mud Terrain Tire,Pickup truck: Standard,5.3,8,A10,5209,361,1,311.10825,0
2022,Chevrolet,Silverado 4WD Mud Terrain Tire,Pickup truck: Standard,5.3,8,A8,5209,359,1,311.10825,0
2022,Chevrolet,Silverado 4WD Mud Terrain Tire,Pickup truck: Standard,6.2,8,A10,5209,352,1,355.806,1
2022,Chevrolet,Silverado 4WD Mud Terrain Tire,Pickup truck: Standard,2.7,4,A8,4700,328,0,273.70593,0
2022,Chevrolet,Silverado 4WD Mud Terrain Tire,Pickup truck: Standard,3,6,A10,4921,298,0,292.2548,0
2022,Chevrolet,Silverado 4WD Mud Terrain Tire (No DFM),Pickup truck: Standard,5.3,8,A10,5209,381,1,311.10825,0
2022,Chevrolet,Silverado 4WD Mud Terrain Tire (No Stop-Start),Pickup truck: Standard,6.2,8,A10,5209,385,1,355.806,1
2022,Chevrolet,Silverado 4WD Mud Terrain Tire (No Stop-Start),Pickup truck: Standard,5.3,8,A10,5209,364,1,311.10825,0
2022,Chevrolet,Silverado 4WD Mud Terrain Tire FFV,Pickup truck: Standard,5.3,8,A6,5209,380,1,311.10825,0
2022,Chevrolet,Silverado 4WD Mud Terrain Tire FFV,Pickup truck: Standard,5.3,8,A6,5209,380,1,311.10825,0
2022,Chevrolet,Silverado 4WD Mud Terrain Tire FFV,Pickup truck: Standard,5.3,8,A6,5209,358,1,311.10825,0
2022,Chevrolet,Silverado 4WD Mud Terrain Tire FFV,Pickup truck: Standard,5.3,8,A6,5209,358,1,311.10825,0
2022,Chevrolet,Silverado 4WD ZR2,Pickup truck: Standard,6.2,8,A10,5620,366,1,334.59848,1
2022,Chevrolet,Silverado FFV,Pickup truck: Standard,5.3,8,A6,5060,341,0,297.82852,0
2022,Chevrolet,Silverado FFV,Pickup truck: Standard,5.3,8,A6,5060,341,0,297.82852,0
2022,Chevrolet,Silverado FFV,Pickup truck: Standard,5.3,8,A6,5060,321,0,297.82852,0
2022,Chevrolet,Silverado FFV,Pickup truck: Standard,5.3,8,A6,5060,321,0,297.82852,0
2022,Hyundai,Sonata,Full-size,2.5,4,AM8,3120,208,0,196.02841,0
2022,Hyundai,Sonata,Full-size,1.6,4,AS8,3120,183,0,155.3962,0
2022,Hyundai,Sonata,Full-size,2.5,4,AS8,3120,182,0,196.02841,0
2022,Hyundai,Sonata Hybrid,Full-size,2,4,AM6,3325,117,0,170.11118,0
2022,Kia,Sorento AWD,SUV: Small,2.5,4,AM8,3856,234,0,205.50089,0
2022,Kia,Sorento AWD,SUV: Small,2.5,4,AS8,3856,227,0,205.50089,0
2022,Kia,Sorento Hybrid AWD,SUV: Small,1.6,4,AM6,4502,157,0,171.40874,0
2022,Kia,Soul,Station wagon: Small,2,4,AV,2844,187,0,201.32372,0
2022,Chevrolet,Spark,Subcompact,1.4,4,M5,2278,170,0,165.85905,0
2022,Chevrolet,Spark,Subcompact,1.4,4,AV,2278,165,0,165.85905,0
2022,Kia,Sportage,SUV: Small,2.4,4,AS6,3448,214,0,235.13684,1
2022,Kia,Sportage AWD,SUV: Small,2,4,AS6,3997,261,1,231.04283,0
2022,Kia,Sportage AWD,SUV: Small,2.4,4,AS6,3448,238,1,235.13684,1
2022,Audi,SQ5 quattro,SUV: Small,3,6,AS8,4288,262,0,278.39407,0
2022,Audi,SQ5 Sportback quattro,SUV: Small,3,6,AS8,4288,262,0,278.39407,0
2022,Audi,SQ7 quattro,SUV: Standard,4,8,AS8,5291,325,0,321.45523,0
2022,Audi,SQ8 quattro,SUV: Standard,4,8,AS8,5005,325,0,301.2169,0
2022,Alfa Romeo,Stelvio,SUV: Small,2,4,A8,3901,218,0,221.36162,0
2022,Alfa Romeo,Stelvio AWD,SUV: Small,2,4,A8,4007,226,0,230.809,0
2022,Alfa Romeo,Stelvio AWD Quadrifoglio,SUV: Small,2.9,6,A8,4313,288,1,294.59363,1
2022,Kia,Stinger AWD,Mid-size,3.3,6,AS8,4043,280,1,291.0098,0
2022,Chevrolet,Suburban,SUV: Standard,5.3,8,A10,5824,327,0,317.10086,0
2022,Chevrolet,Suburban,SUV: Standard,3,6,A10,5864,272,0,295.76715,0
2022,Chevrolet,Suburban (No Stop-Start),SUV: Standard,5.3,8,A10,5824,332,0,317.10086,0
2022,Chevrolet,Suburban 4WD,SUV: Standard,6.2,8,A10,6016,345,1,368.11316,1
2022,Chevrolet,Suburban 4WD,SUV: Standard,5.3,8,A10,5824,336,1,317.10086,0
2022,Chevrolet,Suburban 4WD,SUV: Standard,3,6,A10,6072,281,0,295.53726,0
2022,Chevrolet,Suburban 4WD (No Stop-Start),SUV: Standard,5.3,8,A10,5824,354,1,317.10086,0
2022,Chevrolet,Suburban 4WD (No Stop-Start),SUV: Standard,6.2,8,A10,6016,353,1,368.11316,1
2022,Toyota,Tacoma 4WD,Pickup truck: Small,3.5,6,M6,4340,299,0,250.09953,0
2022,Toyota,Tacoma 4WD,Pickup truck: Small,3.5,6,AS6,4255,278,0,273.96997,0
2022,Toyota,Tacoma 4WD D-Cab TRD Off-Road/PRO,Pickup truck: Small,3.5,6,M6,5600,300,0,322.4009,1
2022,Chevrolet,Tahoe,SUV: Standard,5.3,8,A10,5473,327,0,323.21283,0
2022,Chevrolet,Tahoe,SUV: Standard,3,6,A10,5717,263,0,294.34985,0
2022,Chevrolet,Tahoe (No Stop-Start),SUV: Standard,5.3,8,A10,5473,332,1,323.21283,0
2022,Chevrolet,Tahoe 4WD,SUV: Standard,6.2,8,A10,5845,345,1,330.43414,1
2022,Chevrolet,Tahoe 4WD,SUV: Standard,5.3,8,A10,5661,327,0,319.73938,0
2022,Chevrolet,Tahoe 4WD,SUV: Standard,3,6,A10,5904,281,0,295.76715,0
2022,Chevrolet,Tahoe 4WD (No Stop-Start),SUV: Standard,5.3,8,A10,5661,354,1,319.73938,0
2022,Chevrolet,Tahoe 4WD (No Stop-Start),SUV: Standard,6.2,8,A10,5845,353,1,330.43414,1
2022,Volkswagen,Taos,SUV: Small,1.5,4,A8,3175,178,0,163.771,0
