Model Year,Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,weight,con,CO2 Emissions(g/km),SP,PK,SEAT,Lux,L,M,S,Cluster,Predicted_CO2,select
2022,BMW,M440i xDrive Gran Coupe,Compact,3.0,6,AS8,4169.0,BMWM440i xDrive Gran CoupeCompact36AS8,224,0,0,0,0,1,0,0,3,286.91696,0
2022,Audi,Q3 40 TFSI quattro,SUV: Small,2.0,4,AS8,3902.0,AudiQ3 40 TFSI quattroSUV: Small24AS8,215,0,0,0,0,0,0,1,0,235.2564,1
2022,Volvo,XC90 T6 AWD,SUV: Standard,2.0,4,AS8,4522.0,VolvoXC90 T6 AWDSUV: Standard24AS8,252,0,0,0,0,1,0,0,0,225.76767,0
2022,Jeep,Grand Cherokee L 4X4,SUV: Standard,5.7,8,A8,4997.0,JeepGrand Cherokee L 4X4SUV: Standard5.78A8,331,0,0,0,0,1,0,0,4,329.05478,1
2022,Chevrolet,Silverado 4WD,Pickup truck: Standard,5.3,8,A10,5209.0,ChevroletSilverado 4WDPickup truck: Standard5.38A10,314,0,1,0,0,0,0,0,4,311.10825,0
2022,Chevrolet,Silverado 4WD (No DFM),Pickup truck: Standard,5.3,8,A10,5060.0,ChevroletSilverado 4WD (No DFM)Pickup truck: Standard5.38A10,347,0,1,0,0,0,0,0,4,297.82852,0
2022,Chevrolet,Silverado 4WD (With Sport Mode),Pickup truck: Standard,5.3,8,A10,5060.0,ChevroletSilverado 4WD (With Sport Mode)Pickup truck: Standard5.38A10,327,0,1,0,0,0,0,0,4,297.82852,0
2022,Chevrolet,Silverado 4WD (No Stop-Start),Pickup truck: Standard,5.3,8,A10,5060.0,ChevroletSilverado 4WD (No Stop-Start)Pickup truck: Standard5.38A10,339,0,1,0,0,0,0,0,4,297.82852,0
2022,BMW,X3 M,SUV: Small,3.0,6,AS8,4610.0,BMWX3 MSUV: Small36AS8,323,0,0,0,0,0,0,1,3,281.64587,1
2022,BMW,X3 M40i,SUV: Small,3.0,6,AS8,4392.0,BMWX3 M40iSUV: Small36AS8,241,0,0,0,0,0,0,1,3,279.30273,1
2022,Mercedes-Benz,AMG CLA 45 4MATIC Coupe,Compact,2.0,4,AM8,3660.0,Mercedes-BenzAMG CLA 45 4MATIC CoupeCompact24AM8,243,0,0,0,0,0,1,0,0,216.68365,0
2022,Audi,Q7 45 TFSI quattro,SUV: Standard,2.0,4,AS8,4806.0,AudiQ7 45 TFSI quattroSUV: Standard24AS8,252,0,0,0,0,1,0,0,0,276.5746,0
2022,GMC,Sierra 4WD Mud Terrain Tire,Pickup truck: Standard,6.2,8,A10,5620.0,GMCSierra 4WD Mud Terrain TirePickup truck: Standard6.28A10,352,0,1,0,0,0,0,0,4,334.59848,1
2022,Ford,Expedition 4X4,SUV: Standard,3.5,6,AS10,5623.0,FordExpedition 4X4SUV: Standard3.56AS10,304,0,0,0,0,1,0,0,3,323.40305,0
2022,Mercedes-Benz,C 300 4MATIC Cabriolet,Subcompact,2.0,4,A9,3979.0,Mercedes-BenzC 300 4MATIC CabrioletSubcompact24A9,224,0,0,0,0,0,1,0,0,220.84071,0
2022,GMC,Yukon 4WD (No Stop-Start),SUV: Standard,5.3,8,A10,5677.0,GMCYukon 4WD (No Stop-Start)SUV: Standard5.38A10,354,0,0,0,0,1,0,0,4,325.86554,0
2022,Lexus,IS 500,Compact,5.0,8,AS8,3891.0,LexusIS 500Compact58AS8,280,0,0,0,0,0,1,0,4,289.65854,0
2022,BMW,M340i xDrive Sedan,Compact,3.0,6,AS8,3968.0,BMWM340i xDrive SedanCompact36AS8,214,0,0,0,0,0,1,0,3,272.2587,0
2022,GMC,Yukon XL,SUV: Standard,3.0,6,A10,5881.0,GMCYukon XLSUV: Standard36A10,272,0,0,0,0,1,0,0,3,295.76715,0
2022,GMC,Yukon XL,SUV: Standard,5.3,8,A10,5503.0,GMCYukon XLSUV: Standard5.38A10,327,0,0,0,0,1,0,0,4,324.9434,0
2022,GMC,Yukon XL 4WD,SUV: Standard,3.0,6,A10,6088.0,GMCYukon XL 4WDSUV: Standard36A10,281,0,0,0,0,1,0,0,3,294.0729,0
2022,GMC,Yukon XL 4WD,SUV: Standard,5.3,8,A10,5841.0,GMCYukon XL 4WDSUV: Standard5.38A10,336,0,0,0,0,1,0,0,4,317.10086,0
2022,GMC,Yukon XL 4WD,SUV: Standard,6.2,8,A10,5998.0,GMCYukon XL 4WDSUV: Standard6.28A10,345,0,0,0,0,1,0,0,4,368.11316,1
2022,Mercedes-Benz,AMG GLA 45 4MATIC SUV,Station wagon: Small,2.0,4,AM8,3913.0,Mercedes-BenzAMG GLA 45 4MATIC SUVStation wagon: Small24AM8,260,0,0,0,0,0,0,1,0,235.2564,1
2022,BMW,530i xDrive Sedan,Mid-size,2.0,4,AS8,3878.0,BMW530i xDrive SedanMid-size24AS8,206,0,0,0,0,0,1,0,0,233.85625,0
2022,GMC,Sierra 4WD Mud Terrain Tire (No Stop-Start),Pickup truck: Standard,6.2,8,A10,5620.0,GMCSierra 4WD Mud Terrain Tire (No Stop-Start)Pickup truck: Standard6.28A10,385,0,1,0,0,0,0,0,4,334.59848,1
2022,GMC,Sierra 4WD,Pickup truck: Standard,6.2,8,A10,5418.0,GMCSierra 4WDPickup truck: Standard6.28A10,329,0,1,0,0,0,0,0,4,342.49612,1
2022,Jeep,Grand Cherokee 4X4,SUV: Standard,5.7,8,A8,4721.0,JeepGrand Cherokee 4X4SUV: Standard5.78A8,331,0,0,0,0,1,0,0,4,304.72183,0
2022,Volvo,V90 CC B6 AWD,Station wagon: Mid-size,2.0,4,AS8,4271.0,VolvoV90 CC B6 AWDStation wagon: Mid-size24AS8,222,0,0,0,0,1,0,0,0,239.5067,0
2022,Lexus,GX 460,SUV: Standard,4.6,8,AS6,5130.0,LexusGX 460SUV: Standard4.68AS6,337,0,0,0,0,1,0,0,2,349.19162,1
2022,Audi,A6 Sedan 45 TFSI quattro,Mid-size,2.0,4,AM7,4101.0,AudiA6 Sedan 45 TFSI quattroMid-size24AM7,208,0,0,0,0,1,0,0,0,234.6454,0
2022,Audi,SQ5 quattro,SUV: Small,3.0,6,AS8,4288.0,AudiSQ5 quattroSUV: Small36AS8,262,0,0,0,0,0,1,0,3,278.39407,0
2022,Ford,F-150 Tremor 4X4,Pickup truck: Standard,3.5,6,AS10,4690.0,FordF-150 Tremor 4X4Pickup truck: Standard3.56AS10,310,0,1,0,0,0,0,0,3,284.5796,0
2022,Audi,S5 Cabriolet quattro,Subcompact,3.0,6,AS8,4222.0,AudiS5 Cabriolet quattroSubcompact36AS8,233,0,0,0,0,0,0,1,3,283.16144,1
2022,BMW,430i xDrive Cabriolet,Subcompact,2.0,4,AS8,3708.0,BMW430i xDrive CabrioletSubcompact24AS8,202,0,0,0,0,0,1,0,0,228.40372,0
2022,BMW,430i xDrive Coupe,Subcompact,2.0,4,AS8,3708.0,BMW430i xDrive CoupeSubcompact24AS8,202,0,0,0,0,0,1,0,0,228.40372,0
2022,Chevrolet,Silverado 4WD,Pickup truck: Standard,5.3,8,A8,5060.0,ChevroletSilverado 4WDPickup truck: Standard5.38A8,327,0,1,0,0,0,0,0,4,297.82852,0
2022,Chevrolet,Silverado 4WD Mud Terrain Tire,Pickup truck: Standard,5.3,8,A8,5209.0,ChevroletSilverado 4WD Mud Terrain TirePickup truck: Standard5.38A8,359,0,1,0,0,0,0,0,4,311.10825,0
2022,GMC,Sierra 4WD (No Stop-Start),Pickup truck: Standard,6.2,8,A10,5418.0,GMCSierra 4WD (No Stop-Start)Pickup truck: Standard6.28A10,345,0,1,0,0,0,0,0,4,342.49612,1
2022,Mercedes-Benz,AMG A 35 4MATIC Hatch,Station wagon: Small,2.0,4,AM7,3446.0,Mercedes-BenzAMG A 35 4MATIC HatchStation wagon: Small24AM7,221,0,0,0,0,0,0,1,0,212.89659,0
2022,Ford,Mustang Mach 1,Subcompact,5.0,8,AS10,3993.0,FordMustang Mach 1Subcompact58AS10,302,0,0,0,0,1,0,0,4,301.11896,0
2022,Ford,Mustang Mach 1,Subcompact,5.0,8,M6,3949.0,FordMustang Mach 1Subcompact58M6,339,0,0,0,0,1,0,0,4,297.2962,0
2022,Volvo,XC60 B6 AWD,SUV: Small,2.0,4,AS8,4222.0,VolvoXC60 B6 AWDSUV: Small24AS8,232,0,0,0,0,0,1,0,0,234.79405,0
2022,Chevrolet,Tahoe 4WD (No Stop-Start),SUV: Standard,5.3,8,A10,5661.0,ChevroletTahoe 4WD (No Stop-Start)SUV: Standard5.38A10,354,0,0,0,0,1,0,0,4,319.73938,0
2022,Land Rover,Discovery P300,SUV: Standard,2.0,4,AS8,4865.0,Land RoverDiscovery P300SUV: Standard24AS8,271,0,0,0,0,1,0,0,0,252.23206,0
2022,Mercedes-Benz,AMG CLA 35 4MATIC Coupe,Compact,2.0,4,AM7,3505.0,Mercedes-BenzAMG CLA 35 4MATIC CoupeCompact24AM7,227,0,0,0,0,0,1,0,0,228.38684,0
2022,Porsche,Macan,SUV: Small,2.0,4,AM7,4151.0,PorscheMacanSUV: Small24AM7,263,0,0,0,1,0,0,0,0,228.12668,0
2022,Chevrolet,Silverado 4WD Mud Terrain Tire FFV,Pickup truck: Standard,5.3,8,A6,5209.0,ChevroletSilverado 4WD Mud Terrain Tire FFVPickup truck: Standard5.38A6,380,0,1,0,0,0,0,0,4,311.10825,0
2022,Chevrolet,Silverado 4WD Mud Terrain Tire FFV,Pickup truck: Standard,5.3,8,A6,5209.0,ChevroletSilverado 4WD Mud Terrain Tire FFVPickup truck: Standard5.38A6,358,0,1,0,0,0,0,0,4,311.10825,0
2022,Chevrolet,Suburban,SUV: Standard,3.0,6,A10,5864.0,ChevroletSuburbanSUV: Standard36A10,272,0,0,0,0,1,0,0,3,295.76715,0
2022,Chevrolet,Suburban,SUV: Standard,5.3,8,A10,5824.0,ChevroletSuburbanSUV: Standard5.38A10,327,0,0,0,0,1,0,0,4,317.10086,0
2022,Chevrolet,Suburban (No Stop-Start),SUV: Standard,5.3,8,A10,5824.0,ChevroletSuburban (No Stop-Start)SUV: Standard5.38A10,332,0,0,0,0,1,0,0,4,317.10086,0
2022,Chevrolet,Suburban 4WD,SUV: Standard,3.0,6,A10,6072.0,ChevroletSuburban 4WDSUV: Standard36A10,281,0,0,0,0,1,0,0,3,295.53726,0
2022,Chevrolet,Suburban 4WD,SUV: Standard,5.3,8,A10,5824.0,ChevroletSuburban 4WDSUV: Standard5.38A10,336,0,0,0,0,1,0,0,4,317.10086,0
2022,Chevrolet,Suburban 4WD,SUV: Standard,6.2,8,A10,6016.0,ChevroletSuburban 4WDSUV: Standard6.28A10,345,0,0,0,0,1,0,0,4,368.11316,1
2022,Audi,TT Coupe 45 TFSI quattro,Subcompact,2.0,4,AM7,3197.0,AudiTT Coupe 45 TFSI quattroSubcompact24AM7,218,0,0,0,0,0,0,1,0,210.13373,0
2022,Audi,TT Roadster 45 TFSI quattro,Two-seater,2.0,4,AM7,3395.0,AudiTT Roadster 45 TFSI quattroTwo-seater24AM7,218,0,0,1,0,0,0,0,0,208.27379,0
2022,Acura,TLX Type S (Performance Tire),Compact,3.0,6,AS10,4200.0,AcuraTLX Type S (Performance Tire)Compact36AS10,261,0,0,0,0,0,0,1,3,296.72018,1
2022,Ford,F-150 Tremor 4X4 (Without Stop-Start),Pickup truck: Standard,3.5,6,AS10,4690.0,FordF-150 Tremor 4X4 (Without Stop-Start)Pickup truck: Standard3.56AS10,313,0,1,0,0,0,0,0,3,284.5796,0
2022,GMC,Yukon,SUV: Standard,3.0,6,A10,5734.0,GMCYukonSUV: Standard36A10,272,0,0,0,0,1,0,0,3,294.34985,0
2022,GMC,Yukon,SUV: Standard,5.3,8,A10,5490.0,GMCYukonSUV: Standard5.38A10,327,0,0,0,0,1,0,0,4,324.9434,0
2022,GMC,Yukon (No Stop-Start),SUV: Standard,5.3,8,A10,5490.0,GMCYukon (No Stop-Start)SUV: Standard5.38A10,332,0,0,0,0,1,0,0,4,324.9434,0
2022,GMC,Yukon 4WD,SUV: Standard,3.0,6,A10,5922.0,GMCYukon 4WDSUV: Standard36A10,281,0,0,0,0,1,0,0,3,295.76715,0
2022,GMC,Yukon 4WD,SUV: Standard,5.3,8,A10,5677.0,GMCYukon 4WDSUV: Standard5.38A10,327,0,0,0,0,1,0,0,4,325.86554,1
2022,GMC,Yukon 4WD,SUV: Standard,6.2,8,A10,5827.0,GMCYukon 4WDSUV: Standard6.28A10,345,0,0,0,0,1,0,0,4,330.43414,1
2022,Chevrolet,Silverado 4WD FFV,Pickup truck: Standard,5.3,8,A6,4969.0,ChevroletSilverado 4WD FFVPickup truck: Standard5.38A6,347,0,1,0,0,0,0,0,4,293.1736,0
2022,Chevrolet,Silverado 4WD FFV,Pickup truck: Standard,5.3,8,A6,4969.0,ChevroletSilverado 4WD FFVPickup truck: Standard5.38A6,326,0,1,0,0,0,0,0,4,293.1736,0
2022,Acura,TLX Type S,Compact,3.0,6,AS10,4221.0,AcuraTLX Type SCompact36AS10,256,0,0,0,0,0,0,1,3,275.04245,1
2022,Lexus,RX 450h L AWD,SUV: Standard,3.5,6,AV6,4905.0,LexusRX 450h L AWDSUV: Standard3.56AV6,190,0,0,0,0,1,0,0,3,263.71753,0
2022,Toyota,Tundra Hybrid 4WD,Pickup truck: Standard,3.4,6,AS10,5710.0,ToyotaTundra Hybrid 4WDPickup truck: Standard3.46AS10,274,0,1,0,0,0,0,0,3,310.2981,0
2022,Volvo,S90 B6 AWD,Mid-size,2.0,4,AS8,4232.0,VolvoS90 B6 AWDMid-size24AS8,212,0,0,0,0,1,0,0,0,239.8642,0
2022,Mercedes-Benz,C 300 4MATIC Coupe,Subcompact,2.0,4,A9,3583.0,Mercedes-BenzC 300 4MATIC CoupeSubcompact24A9,217,0,0,0,0,0,1,0,0,215.20557,0
2022,Mercedes-Benz,GLC 300 4MATIC Coupe,SUV: Small,2.0,4,A9,4028.0,Mercedes-BenzGLC 300 4MATIC CoupeSUV: Small24A9,237,0,0,0,0,0,1,0,0,227.01804,0
2022,Ford,Expedition 4X4 (Without Stop-Start),SUV: Standard,3.5,6,AS10,5623.0,FordExpedition 4X4 (Without Stop-Start)SUV: Standard3.56AS10,317,0,0,0,0,1,0,0,3,323.40305,0
2022,Ford,Explorer Hybrid AWD,SUV: Standard,3.3,6,AS10,5076.0,FordExplorer Hybrid AWDSUV: Standard3.36AS10,225,0,0,0,0,1,0,0,3,293.93958,0
2022,GMC,Sierra FFV,Pickup truck: Standard,5.3,8,A6,4815.0,GMCSierra FFVPickup truck: Standard5.38A6,341,0,1,0,0,0,0,0,4,321.6246,1
2022,GMC,Sierra FFV,Pickup truck: Standard,5.3,8,A6,4815.0,GMCSierra FFVPickup truck: Standard5.38A6,321,0,1,0,0,0,0,0,4,321.6246,1
2022,Chevrolet,Tahoe,SUV: Standard,3.0,6,A10,5717.0,ChevroletTahoeSUV: Standard36A10,263,0,0,0,0,1,0,0,3,294.34985,0
2022,Chevrolet,Tahoe,SUV: Standard,5.3,8,A10,5473.0,ChevroletTahoeSUV: Standard5.38A10,327,0,0,0,0,1,0,0,4,323.21283,0
2022,Chevrolet,Tahoe (No Stop-Start),SUV: Standard,5.3,8,A10,5473.0,ChevroletTahoe (No Stop-Start)SUV: Standard5.38A10,332,0,0,0,0,1,0,0,4,323.21283,0
2022,Chevrolet,Tahoe 4WD,SUV: Standard,3.0,6,A10,5904.0,ChevroletTahoe 4WDSUV: Standard36A10,281,0,0,0,0,1,0,0,3,295.76715,0
2022,Chevrolet,Tahoe 4WD,SUV: Standard,5.3,8,A10,5661.0,ChevroletTahoe 4WDSUV: Standard5.38A10,327,0,0,0,0,1,0,0,4,319.73938,0
2022,Chevrolet,Tahoe 4WD,SUV: Standard,6.2,8,A10,5845.0,ChevroletTahoe 4WDSUV: Standard6.28A10,345,0,0,0,0,1,0,0,4,330.43414,1
2022,Audi,S4 Sedan quattro,Compact,3.0,6,AS8,3792.0,AudiS4 Sedan quattroCompact36AS8,227,0,0,0,0,0,1,0,3,280.02405,0
2022,Toyota,GR Supra 3.0,Two-seater,3.0,6,AS8,3400.0,ToyotaGR Supra 3.0Two-seater36AS8,218,0,0,1,0,0,0,0,3,258.10614,0
2022,BMW,X4 xDrive30i,SUV: Small,2.0,4,AS8,4178.0,BMWX4 xDrive30iSUV: Small24AS8,230,0,0,0,0,0,1,0,0,236.5152,0
2022,Lincoln,Aviator AWD,SUV: Standard,3.0,6,AS10,4862.0,LincolnAviator AWDSUV: Standard36AS10,280,0,0,0,0,1,0,0,3,275.949,0
2022,Mercedes-Benz,AMG GLB 35 4MATIC SUV,Station wagon: Mid-size,2.0,4,AM8,3869.0,Mercedes-BenzAMG GLB 35 4MATIC SUVStation wagon: Mid-size24AM8,262,0,0,0,0,0,1,0,0,228.97139,0
2022,Ford,F-150 4X4,Pickup truck: Standard,3.5,6,AS10,4690.0,FordF-150 4X4Pickup truck: Standard3.56AS10,284,0,1,0,0,0,0,0,3,284.5796,0
2022,Jaguar,E-PACE P300,SUV: Small,2.0,4,AS9,4136.0,JaguarE-PACE P300SUV: Small24AS9,245,0,0,0,0,0,0,1,0,232.87706,0
2022,Volvo,XC90 T5 AWD,SUV: Standard,2.0,4,AS8,4497.0,VolvoXC90 T5 AWDSUV: Standard24AS8,236,0,0,0,0,1,0,0,0,246.00586,0
2022,Chevrolet,Silverado FFV,Pickup truck: Standard,5.3,8,A6,5060.0,ChevroletSilverado FFVPickup truck: Standard5.38A6,341,0,1,0,0,0,0,0,4,297.82852,0
2022,Chevrolet,Silverado FFV,Pickup truck: Standard,5.3,8,A6,5060.0,ChevroletSilverado FFVPickup truck: Standard5.38A6,321,0,1,0,0,0,0,0,4,297.82852,0
2022,Chevrolet,Silverado,Pickup truck: Standard,5.3,8,A8,4860.0,ChevroletSilveradoPickup truck: Standard5.38A8,314,0,1,0,0,0,0,0,4,317.69717,0
2022,Chevrolet,Silverado,Pickup truck: Standard,5.3,8,A10,4860.0,ChevroletSilveradoPickup truck: Standard5.38A10,304,0,1,0,0,0,0,0,4,317.69717,0
2022,Toyota,Sequoia 4WD,SUV: Standard,5.7,8,AS6,6000.0,ToyotaSequoia 4WDSUV: Standard5.78AS6,385,0,0,0,0,1,0,0,4,373.84238,1
2022,Genesis,GV80 AWD,SUV: Standard,2.5,4,AS8,4707.0,GenesisGV80 AWDSUV: Standard2.54AS8,248,0,0,0,0,1,0,0,0,242.72638,0
2022,Genesis,GV80 AWD,SUV: Standard,3.5,6,AS8,4707.0,GenesisGV80 AWDSUV: Standard3.56AS8,279,0,0,0,0,1,0,0,3,315.0203,0
2022,Audi,Q5 Sportback 45 TFSI quattro,SUV: Small,2.0,4,AM7,4178.0,AudiQ5 Sportback 45 TFSI quattroSUV: Small24AM7,220,0,0,0,0,0,1,0,0,236.5152,0
2022,Cadillac,CT5-V,Mid-size,3.0,6,AS10,3975.0,CadillacCT5-VMid-size36AS10,258,0,0,0,0,1,0,0,3,284.7482,0
2022,Cadillac,CT5-V AWD,Mid-size,3.0,6,AS10,4145.0,CadillacCT5-V AWDMid-size36AS10,260,0,0,0,0,1,0,0,3,284.74487,0
2022,BMW,Z4 sDrive30i,Two-seater,2.0,4,AS8,3287.0,BMWZ4 sDrive30iTwo-seater24AS8,199,0,0,1,0,0,0,0,0,211.00264,0
2022,GMC,Sierra 4WD Mud Terrain Tire FFV,Pickup truck: Standard,5.3,8,A6,5280.0,GMCSierra 4WD Mud Terrain Tire FFVPickup truck: Standard5.38A6,358,0,1,0,0,0,0,0,4,311.10825,0
2022,Nissan,Armada 4WD,SUV: Standard,5.6,8,AS7,5749.0,NissanArmada 4WDSUV: Standard5.68AS7,362,0,0,0,0,1,0,0,4,351.43488,1
2022,Infiniti,Q60 AWD Red Sport,Subcompact,3.0,6,AS7,4048.0,InfinitiQ60 AWD Red SportSubcompact36AS7,259,0,0,0,0,0,1,0,3,291.2924,1
2022,Lexus,RX 350 L AWD,SUV: Small,3.5,6,AS8,4619.0,LexusRX 350 L AWDSUV: Small3.56AS8,268,0,0,0,0,1,0,0,3,298.68057,0
2022,Mercedes-Benz,AMG GLA 35 4MATIC SUV,Station wagon: Small,2.0,4,AM8,3653.0,Mercedes-BenzAMG GLA 35 4MATIC SUVStation wagon: Small24AM8,230,0,0,0,0,0,0,1,0,217.17262,0
2022,Ford,Explorer Timberline AWD,SUV: Standard,2.3,4,AS10,4437.0,FordExplorer Timberline AWDSUV: Standard2.34AS10,269,0,0,0,0,1,0,0,0,259.956,0
2022,Jeep,Gladiator 4X4 Rubicon EcoDiesel,Pickup truck: Standard,3.0,6,A8,4989.0,JeepGladiator 4X4 Rubicon EcoDieselPickup truck: Standard36A8,271,0,1,0,0,0,0,0,3,309.42264,0
2022,Mercedes-Benz,GLC 300 4MATIC SUV,SUV: Small,2.0,4,A9,3977.0,Mercedes-BenzGLC 300 4MATIC SUVSUV: Small24A9,242,0,0,0,0,0,1,0,0,220.84071,0
2022,Ford,F-150 4X4 FFV,Pickup truck: Standard,5.0,8,AS10,4650.0,FordF-150 4X4 FFVPickup truck: Standard58AS10,304,0,1,0,0,0,0,0,4,304.30634,0
2022,Ford,F-150 4X4 FFV,Pickup truck: Standard,5.0,8,AS10,4650.0,FordF-150 4X4 FFVPickup truck: Standard58AS10,301,0,1,0,0,0,0,0,4,304.30634,0
2022,Dodge,Charger (MDS),Full-size,6.4,8,A8,4373.0,DodgeCharger (MDS)Full-size6.48A8,305,0,0,0,0,1,0,0,4,352.75476,1
2022,Dodge,Charger Widebody (MDS),Full-size,6.4,8,A8,4373.0,DodgeCharger Widebody (MDS)Full-size6.48A8,305,0,0,0,0,1,0,0,4,352.75476,1
2022,Lexus,RX 450h AWD,SUV: Standard,3.5,6,AV6,4740.0,LexusRX 450h AWDSUV: Standard3.56AV6,185,0,0,0,0,1,0,0,3,302.8502,0
2022,GMC,Sierra 4WD FFV,Pickup truck: Standard,5.3,8,A6,5079.0,GMCSierra 4WD FFVPickup truck: Standard5.38A6,326,0,1,0,0,0,0,0,4,297.82852,0
2022,Jeep,Grand Cherokee L 4X4,SUV: Standard,3.6,6,A8,4658.0,JeepGrand Cherokee L 4X4SUV: Standard3.66A8,266,0,0,0,0,1,0,0,3,308.00974,0
2022,Cadillac,XT6 AWD,SUV: Small,2.0,4,AS9,4362.0,CadillacXT6 AWDSUV: Small24AS9,239,0,0,0,0,1,0,0,0,241.11128,0
2022,Cadillac,XT6 AWD,SUV: Small,3.6,6,AS9,4362.0,CadillacXT6 AWDSUV: Small3.66AS9,269,0,0,0,0,1,0,0,3,297.0958,0
2022,BMW,M240i xDrive Coupe,Subcompact,3.0,6,AS8,3871.0,BMWM240i xDrive CoupeSubcompact36AS8,212,0,0,0,0,0,0,1,3,277.3577,1
2022,Chevrolet,Camaro SS,Subcompact,6.2,8,AS10,3686.0,ChevroletCamaro SSSubcompact6.28AS10,281,0,0,0,0,0,1,0,4,296.7591,1
2022,Toyota,Highlander Hybrid AWD Limited/Platinum,SUV: Standard,2.5,4,AV,1570.0,ToyotaHighlander Hybrid AWD Limited/PlatinumSUV: Standard2.54AV,156,0,0,0,0,1,0,0,0,221.97598,0
2022,Ford,Explorer Timberline AWD (Without Stop-Start),SUV: Standard,2.3,4,AS10,4437.0,FordExplorer Timberline AWD (Without Stop-Start)SUV: Standard2.34AS10,277,0,0,0,0,1,0,0,0,259.956,0
2022,Genesis,G80 AWD,Full-size,2.5,4,AS8,3957.0,GenesisG80 AWDFull-size2.54AS8,225,0,0,0,0,1,0,0,0,240.54182,0
2022,Genesis,G80 AWD,Full-size,3.5,6,AS8,3957.0,GenesisG80 AWDFull-size3.56AS8,298,0,0,0,0,1,0,0,3,274.35403,0
2022,Mercedes-Benz,CLA 250 4MATIC Coupe,Compact,2.0,4,AM7,3483.0,Mercedes-BenzCLA 250 4MATIC CoupeCompact24AM7,200,0,0,0,0,0,1,0,0,182.27016,0
2022,Acura,MDX SH-AWD,SUV: Small,3.5,6,AS10,4503.0,AcuraMDX SH-AWDSUV: Small3.56AS10,263,0,0,0,0,0,1,0,3,289.66962,0
2022,GMC,Sierra 4WD Mud Terrain Tire FFV,Pickup truck: Standard,5.3,8,A6,5280.0,GMCSierra 4WD Mud Terrain Tire FFVPickup truck: Standard5.38A6,380,0,1,0,0,0,0,0,4,311.10825,0
2022,Infiniti,QX60 AWD,SUV: Standard,3.5,6,AS9,4555.0,InfinitiQX60 AWDSUV: Standard3.56AS9,253,0,0,0,0,1,0,0,3,296.19678,0
2022,Lexus,NX 350 AWD F SPORT,SUV: Small,2.4,4,AS8,4035.0,LexusNX 350 AWD F SPORTSUV: Small2.44AS8,222,0,0,0,0,0,1,0,0,239.74934,0
2022,Chevrolet,Silverado 4WD Mud Terrain Tire,Pickup truck: Standard,3.0,6,A10,4921.0,ChevroletSilverado 4WD Mud Terrain TirePickup truck: Standard36A10,298,0,1,0,0,0,0,0,3,292.2548,0
2022,GMC,Sierra 4WD FFV,Pickup truck: Standard,5.3,8,A6,5079.0,GMCSierra 4WD FFVPickup truck: Standard5.38A6,347,0,1,0,0,0,0,0,4,297.82852,0
2022,GMC,Sierra 4WD (With Sport Mode),Pickup truck: Standard,5.3,8,A10,5022.0,GMCSierra 4WD (With Sport Mode)Pickup truck: Standard5.38A10,329,0,1,0,0,0,0,0,4,311.8618,0
2022,Jeep,Grand Cherokee 4X4,SUV: Standard,3.6,6,A8,4365.0,JeepGrand Cherokee 4X4SUV: Standard3.66A8,256,0,0,0,0,1,0,0,3,297.0958,0
2022,Ram,1500 HFE EcoDiesel,Pickup truck: Standard,3.0,6,A8,4785.0,Ram1500 HFE EcoDieselPickup truck: Standard36A8,238,0,1,0,0,0,0,0,3,289.94916,0
2022,Infiniti,QX55 AWD,SUV: Small,2.0,4,AV8,4019.0,InfinitiQX55 AWDSUV: Small24AV8,223,0,0,0,0,0,1,0,0,230.42082,0
2022,BMW,X2 M35i,SUV: Small,2.0,4,AS8,3721.0,BMWX2 M35iSUV: Small24AS8,207,0,0,0,0,0,0,1,0,216.40683,0
2022,Ford,F-150 4X4 (Without Stop-Start),Pickup truck: Standard,3.5,6,AS10,4690.0,FordF-150 4X4 (Without Stop-Start)Pickup truck: Standard3.56AS10,304,0,1,0,0,0,0,0,3,284.5796,0
2022,Ford,F-150 Hybrid 4X4,Pickup truck: Standard,3.5,6,AS10,5016.0,FordF-150 Hybrid 4X4Pickup truck: Standard3.56AS10,238,0,1,0,0,0,0,0,3,312.02438,0
2022,Acura,RDX SH-AWD A-SPEC,SUV: Small,2.0,4,AS10,4043.0,AcuraRDX SH-AWD A-SPECSUV: Small24AS10,242,0,0,0,0,0,1,0,0,233.59201,0
2022,Volvo,V60 CC T5 AWD,Station wagon: Small,2.0,4,AS8,3999.0,VolvoV60 CC T5 AWDStation wagon: Small24AS8,221,0,0,0,0,0,1,0,0,231.04283,0
2022,Mercedes-Benz,A 250 4MATIC Hatch,Station wagon: Small,2.0,4,AM7,3325.0,Mercedes-BenzA 250 4MATIC HatchStation wagon: Small24AM7,202,0,0,0,0,0,0,1,0,170.11118,0
2022,Audi,A5 Cabriolet 45 TFSI quattro,Subcompact,2.0,4,AM7,4045.0,AudiA5 Cabriolet 45 TFSI quattroSubcompact24AM7,214,0,0,0,0,0,1,0,0,226.97942,0
2022,Lexus,RX 350 AWD,SUV: Small,3.5,6,AS8,4387.0,LexusRX 350 AWDSUV: Small3.56AS8,252,0,0,0,0,1,0,0,3,265.1009,0
2022,GMC,Sierra 4WD Mud Terrain Tire,Pickup truck: Standard,5.3,8,A8,5042.0,GMCSierra 4WD Mud Terrain TirePickup truck: Standard5.38A8,359,0,1,0,0,0,0,0,4,297.82852,0
